incident_id,datetime,longitude,latitude
163229,25/7/2018 08:56 PM,-96.665901,32.763312
163564,17/7/2015 01:00 AM,-96.860527,32.787089
164067,26/7/2018 09:20 PM,-96.751254,32.863901
164072,26/7/2018 05:30 PM,-96.758358,32.739181
164400,7/7/2016 12:07 AM,-96.797825,32.805418
164479,18/7/2015 01:00 AM,-96.887915,32.660286
164724,27/7/2018 05:00 PM,-96.835707,32.779187
164768,7/7/2016 12:15 PM,-96.778435,32.782588
165077,20/7/2017 03:50 PM,-96.851708,32.987116
165120,28/7/2018 03:05 AM,-96.699262,32.803399
165579,7/7/2014 08:47 AM,-96.887788,32.694963
165624,10/7/2014 01:15 PM,-96.895452,32.763549
165693,8/7/2016 07:05 PM,-96.774693,32.780277
